order_date;order_id;order_line;quantity;price;total_price;model;category_1;category_2;frame_material;bikeshop_name;city;state
2013-03-12;729;6;1;2340;2340;F-Si 1;Mountain;Cross Country Race;Aluminum;Ithaca Mountain Climbers;Ithaca;NY
2013-03-12;730;1;1;3200;3200;Scalpel-Si 5;Mountain;Cross Country Race;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;2;1;705;705;Catalyst 1;Mountain;Sport;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;3;1;1950;1950;Slice 105;Road;Triathalon;Carbon;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;4;1;2660;2660;Bad Habit 2;Mountain;Trail;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;5;3;1950;5850;Habit 6;Mountain;Trail;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;6;6;5970;35820;Trigger Carbon 2;Mountain;Over Mountain;Carbon;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;7;1;9060;9060;Scalpel-Si Race;Mountain;Cross Country Race;Carbon;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;8;1;415;415;Catalyst 4;Mountain;Sport;Aluminum;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;730;9;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Phoenix Bi-peds;Phoenix;AZ
2013-03-12;731;1;1;3730;3730;Trigger Carbon 3;Mountain;Over Mountain;Carbon;New York Cycles;New York;NY
2013-03-12;731;2;1;3200;3200;Trigger Carbon 4;Mountain;Over Mountain;Carbon;New York Cycles;New York;NY
2013-03-12;731;3;1;2340;2340;Habit 5;Mountain;Trail;Aluminum;New York Cycles;New York;NY
2013-03-12;731;4;3;2660;7980;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;New York Cycles;New York;NY
2013-03-12;732;1;1;1030;1030;Synapse Sora;Road;Endurance Road;Aluminum;New Orleans Velocipedes;New Orleans;LA
2013-03-12;732;2;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-13;733;1;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;San Antonio Bike Shop;San Antonio;TX
2013-03-14;734;1;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;2;1;3730;3730;Synapse Carbon Disc Ultegra;Road;Endurance Road;Carbon;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;3;1;3200;3200;Slice Ultegra D12;Road;Triathalon;Carbon;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;4;1;1960;1960;SuperX 105;Road;Cyclocross;Carbon;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;5;1;2240;2240;Supersix Evo 105;Road;Elite Road;Carbon;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;6;4;5860;23440;CAAD12 Black Inc;Road;Elite Road;Aluminum;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;7;1;7460;7460;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;734;8;1;1350;1350;Trail 2;Mountain;Sport;Aluminum;Ann Arbor Speed;Ann Arbor;MI
2013-03-14;735;1;1;2450;2450;SuperX Ultegra;Road;Cyclocross;Carbon;Philadelphia Bike Shop;Philadelphia;PA
2013-03-14;735;2;1;1950;1950;Slice 105;Road;Triathalon;Carbon;Philadelphia Bike Shop;Philadelphia;PA
2013-03-14;735;3;1;415;415;Catalyst 4;Mountain;Sport;Aluminum;Philadelphia Bike Shop;Philadelphia;PA
2013-03-14;735;4;2;2880;5760;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Philadelphia Bike Shop;Philadelphia;PA
2013-03-14;735;5;1;1350;1350;Trail 2;Mountain;Sport;Aluminum;Philadelphia Bike Shop;Philadelphia;PA
2013-03-14;736;1;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Dallas Cycles;Dallas;TX
2013-03-14;736;2;1;3730;3730;Trigger Carbon 3;Mountain;Over Mountain;Carbon;Dallas Cycles;Dallas;TX
2013-03-14;736;3;1;5330;5330;Supersix Evo Hi-Mod Dura Ace 2;Road;Elite Road;Carbon;Dallas Cycles;Dallas;TX
2013-03-14;736;4;1;3200;3200;Synapse Carbon Ultegra 3;Road;Endurance Road;Carbon;Dallas Cycles;Dallas;TX
2013-03-14;736;5;1;815;815;Trail 5;Mountain;Sport;Aluminum;Dallas Cycles;Dallas;TX
2013-03-14;736;6;1;2130;2130;Beast of the East 2;Mountain;Trail;Aluminum;Dallas Cycles;Dallas;TX
2013-03-14;737;1;1;4480;4480;Habit Carbon SE;Mountain;Trail;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-14;737;2;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-15;738;1;1;2450;2450;SuperX Ultegra;Road;Cyclocross;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;2;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;3;2;2700;5400;Slice Ultegra;Road;Triathalon;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;4;3;1750;5250;SuperX Rival CX1;Road;Cyclocross;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;5;2;2240;4480;Supersix Evo 105;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;6;2;980;1960;Trail 4;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;7;1;2770;2770;Beast of the East 1;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;8;1;480;480;Catalyst 3;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;9;1;6070;6070;Jekyll Carbon 2;Mountain;Over Mountain;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;10;1;1840;1840;Supersix Evo Tiagra;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;11;1;2240;2240;Synapse Carbon 105;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-15;738;12;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;13;1;2340;2340;F-Si 1;Mountain;Cross Country Race;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;14;4;2880;11520;Habit 4;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;15;2;1080;2160;Trail 3;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;16;1;1410;1410;CAAD8 105;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;17;1;3200;3200;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;18;1;2340;2340;Habit 5;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;19;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2013-03-15;738;20;3;870;2610;Synapse Claris;Road;Endurance Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-18;739;1;1;1250;1250;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;2;1;11190;11190;F-Si Black Inc.;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;3;1;3200;3200;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;4;2;12250;24500;Habit Hi-Mod Black Inc.;Mountain;Trail;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;5;1;1350;1350;Trail 2;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;6;1;705;705;Catalyst 1;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;7;1;2340;2340;Habit 5;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;8;1;6070;6070;Jekyll Carbon 2;Mountain;Over Mountain;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;9;1;415;415;Catalyst 4;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;10;2;4260;8520;Scalpel-Si Carbon 4;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;11;2;980;1960;Trail 4;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;12;1;480;480;Catalyst 3;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;13;4;2240;8960;Supersix Evo 105;Road;Elite Road;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;14;1;6390;6390;Scalpel-Si Carbon 2;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;15;3;2240;6720;CAAD12 Ultegra;Road;Elite Road;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;16;1;4260;4260;Scalpel 29 Carbon 3;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;17;1;815;815;Trail 5;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;18;1;3730;3730;Habit Carbon 3;Mountain;Trail;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;739;19;1;1950;1950;Habit 6;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;20;1;2340;2340;F-Si 1;Mountain;Cross Country Race;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;21;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-18;739;22;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;740;1;1;1030;1030;CAAD8 Sora;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;2;1;1840;1840;Supersix Evo Tiagra;Road;Elite Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;3;2;1840;3680;F-Si 3;Mountain;Cross Country Race;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;4;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;5;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;6;1;4260;4260;Scalpel 29 Carbon 3;Mountain;Cross Country Race;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;7;3;1250;3750;CAAD8 Tiagra;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;8;1;705;705;Catalyst 1;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;9;1;3730;3730;Synapse Carbon Disc Ultegra;Road;Endurance Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;10;1;7460;7460;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;11;1;2880;2880;Habit 4;Mountain;Trail;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;12;1;7000;7000;Slice Hi-Mod Black Inc.;Road;Triathalon;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;13;1;585;585;Catalyst 2;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;14;1;4260;4260;CAAD12 Disc Dura Ace;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;15;1;2660;2660;CAAD Disc Ultegra;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;16;1;2240;2240;Synapse Carbon 105;Road;Endurance Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;17;1;815;815;Trail 5;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;18;3;3200;9600;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;19;1;3200;3200;Slice Ultegra D12;Road;Triathalon;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;20;1;1520;1520;Trail 1;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;21;1;1570;1570;Synapse Disc 105;Road;Endurance Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;22;2;1750;3500;SuperX Rival CX1;Road;Cyclocross;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;23;2;1080;2160;Trail 3;Mountain;Sport;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;24;1;815;815;CAAD8 Claris;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;740;25;1;3200;3200;Trigger Carbon 4;Mountain;Over Mountain;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;26;1;4260;4260;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Miami Race Equipment;Miami;FL
2013-03-18;740;27;1;1680;1680;CAAD12 105;Road;Elite Road;Aluminum;Miami Race Equipment;Miami;FL
2013-03-18;741;1;1;2240;2240;Supersix Evo 105;Road;Elite Road;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-18;741;2;1;11190;11190;F-Si Black Inc.;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;1;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;2;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;3;1;1950;1950;Habit 6;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;4;1;12250;12250;Habit Hi-Mod Black Inc.;Mountain;Trail;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;5;2;815;1630;Trail 5;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;6;1;1250;1250;CAAD8 Tiagra;Road;Elite Road;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;7;1;1080;1080;Trail 3;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;8;1;11190;11190;F-Si Black Inc.;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;9;2;2240;4480;Supersix Evo 105;Road;Elite Road;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;10;1;1680;1680;CAAD12 105;Road;Elite Road;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;11;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;12;1;3730;3730;Fat CAAD1;Mountain;Fat Bike;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;13;1;1350;1350;Trail 2;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;14;1;415;415;Catalyst 4;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;15;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;16;1;585;585;Catalyst 2;Mountain;Sport;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;17;2;2700;5400;Slice Ultegra;Road;Triathalon;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;18;1;2340;2340;Habit 5;Mountain;Trail;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;19;1;2660;2660;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;20;1;3730;3730;Trigger Carbon 3;Mountain;Over Mountain;Carbon;Kansas City 29ers;Kansas City;KS
2013-03-19;742;21;1;2130;2130;Fat CAAD2;Mountain;Fat Bike;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;22;1;1840;1840;F-Si 3;Mountain;Cross Country Race;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;742;23;1;3200;3200;Scalpel-Si 5;Mountain;Cross Country Race;Aluminum;Kansas City 29ers;Kansas City;KS
2013-03-19;743;1;2;815;1630;Trail 5;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;2;1;2240;2240;Supersix Evo 105;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;3;1;1960;1960;SuperX 105;Road;Cyclocross;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;4;2;1950;3900;CAAD12 Disc 105;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;5;1;1030;1030;CAAD8 Sora;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;6;1;1080;1080;Trail 3;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;7;1;3200;3200;Bad Habit 1;Mountain;Trail;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;8;1;1840;1840;Supersix Evo Tiagra;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;9;2;2340;4680;F-Si 1;Mountain;Cross Country Race;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;10;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;11;1;980;980;Trail 4;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;12;1;6390;6390;F-Si Hi-Mod 1;Mountain;Cross Country Race;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;13;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;14;2;480;960;Catalyst 3;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;15;2;2700;5400;Slice Ultegra;Road;Triathalon;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;16;1;705;705;Catalyst 1;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;17;1;4260;4260;Scalpel 29 Carbon 3;Mountain;Cross Country Race;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;18;2;5970;11940;Trigger Carbon 2;Mountain;Over Mountain;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;19;1;7000;7000;Slice Hi-Mod Black Inc.;Road;Triathalon;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;20;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Portland Bi-peds;Portland;OR
2013-03-19;743;21;2;1410;2820;CAAD8 105;Road;Elite Road;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;743;22;1;1520;1520;Trail 1;Mountain;Sport;Aluminum;Portland Bi-peds;Portland;OR
2013-03-19;744;1;1;10660;10660;Supersix Evo Hi-Mod Team;Road;Elite Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;2;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;3;2;1840;3680;Syapse Carbon Tiagra;Road;Endurance Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;4;1;1250;1250;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;5;3;7460;22380;Synapse Hi-Mod Disc Red;Road;Endurance Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;6;5;5860;29300;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;7;1;9060;9060;Scalpel-Si Race;Mountain;Cross Country Race;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;8;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-19;744;9;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Las Vegas Cycles;Las Vegas;NV
2013-03-20;745;1;1;3200;3200;Jekyll Carbon 4;Mountain;Over Mountain;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;2;1;1950;1950;Slice 105;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;3;1;1750;1750;SuperX Rival CX1;Road;Cyclocross;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;4;1;1950;1950;CAAD12 Disc 105;Road;Elite Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;5;2;2060;4120;F-Si 2;Mountain;Cross Country Race;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;6;1;2660;2660;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;7;1;12790;12790;Scalpel-Si Black Inc.;Mountain;Cross Country Race;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;8;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;9;1;870;870;Synapse Claris;Road;Endurance Road;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;10;1;1350;1350;Trail 2;Mountain;Sport;Aluminum;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;11;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-20;745;12;1;12790;12790;Supersix Evo Black Inc.;Road;Elite Road;Carbon;Oklahoma City Race Equipment;Oklahoma City;OK
2013-03-21;746;1;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;Cincinnati Speed;Cincinnati;OH
2013-03-21;746;2;5;4800;24000;Synapse Carbon Disc Ultegra D12;Road;Endurance Road;Carbon;Cincinnati Speed;Cincinnati;OH
2013-03-21;746;3;1;3730;3730;Fat CAAD1;Mountain;Fat Bike;Aluminum;Cincinnati Speed;Cincinnati;OH
2013-03-21;746;4;3;5330;15990;Synapse Hi-Mod Disc Ultegra;Road;Endurance Road;Carbon;Cincinnati Speed;Cincinnati;OH
2013-03-21;746;5;1;2240;2240;CAAD12 Ultegra;Road;Elite Road;Aluminum;Cincinnati Speed;Cincinnati;OH
2013-03-21;746;6;1;5330;5330;Supersix Evo Hi-Mod Dura Ace 2;Road;Elite Road;Carbon;Cincinnati Speed;Cincinnati;OH
2013-03-21;747;1;1;2060;2060;F-Si 2;Mountain;Cross Country Race;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;2;4;5860;23440;CAAD12 Black Inc;Road;Elite Road;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;3;1;5330;5330;Scalpel-Si Carbon 3;Mountain;Cross Country Race;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;747;4;1;7990;7990;Jekyll Carbon 1;Mountain;Over Mountain;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;747;5;1;2450;2450;SuperX Ultegra;Road;Cyclocross;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;747;6;2;815;1630;Trail 5;Mountain;Sport;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;7;3;2660;7980;Supersix Evo Ultegra 4;Road;Elite Road;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;747;8;1;1950;1950;Habit 6;Mountain;Trail;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;9;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;10;2;3200;6400;Scalpel 29 4;Mountain;Cross Country Race;Aluminum;Detroit Cycles;Detroit;MI
2013-03-21;747;11;4;2880;11520;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;747;12;1;9590;9590;Synapse Hi-Mod Disc Black Inc.;Road;Endurance Road;Carbon;Detroit Cycles;Detroit;MI
2013-03-21;748;1;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;Denver Bike Shop;Denver;CO
2013-03-22;749;1;1;2130;2130;Fat CAAD2;Mountain;Fat Bike;Aluminum;Los Angeles Cycles;Los Angeles;CA
2013-03-25;750;1;1;585;585;Catalyst 2;Mountain;Sport;Aluminum;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;2;3;1250;3750;Synapse Disc Tiagra;Road;Endurance Road;Aluminum;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;3;1;7990;7990;Supersix Evo Hi-Mod Dura Ace 1;Road;Elite Road;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;4;1;3200;3200;Supersix Evo Ultegra 3;Road;Elite Road;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;5;1;5860;5860;Synapse Hi-Mod Dura Ace;Road;Endurance Road;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;6;1;1030;1030;CAAD8 Sora;Road;Elite Road;Aluminum;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;7;2;12790;25580;Supersix Evo Black Inc.;Road;Elite Road;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;8;1;5330;5330;Synapse Hi-Mod Disc Ultegra;Road;Endurance Road;Carbon;New Orleans Velocipedes;New Orleans;LA
2013-03-25;750;9;1;2130;2130;Synapse Disc Adventure;Road;Endurance Road;Aluminum;New Orleans Velocipedes;New Orleans;LA
2013-03-25;751;1;1;2660;2660;Synapse Carbon Ultegra 4;Road;Endurance Road;Carbon;Providence Bi-peds;Providence;RI
2013-03-26;752;1;1;2240;2240;Synapse Carbon 105;Road;Endurance Road;Carbon;New York Cycles;New York;NY
2013-03-26;752;2;1;5970;5970;Trigger Carbon 2;Mountain;Over Mountain;Carbon;New York Cycles;New York;NY
2013-03-26;752;3;1;12790;12790;Scalpel-Si Black Inc.;Mountain;Cross Country Race;Carbon;New York Cycles;New York;NY
2013-03-26;752;4;1;2880;2880;F-Si Carbon 4;Mountain;Cross Country Race;Carbon;New York Cycles;New York;NY
2013-03-26;752;5;1;1680;1680;CAAD12 105;Road;Elite Road;Aluminum;New York Cycles;New York;NY
2013-03-26;752;6;1;3940;3940;Supersix Evo Red;Road;Elite Road;Carbon;New York Cycles;New York;NY
2013-03-26;752;7;1;2660;2660;Synapse Carbon Disc 105;Road;Endurance Road;Carbon;New York Cycles;New York;NY
2013-03-26;753;1;1;1960;1960;SuperX 105;Road;Cyclocross;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-26;753;2;1;4480;4480;Habit Carbon SE;Mountain;Trail;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-26;753;3;1;2700;2700;Slice Ultegra;Road;Triathalon;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-26;753;4;2;1840;3680;Supersix Evo Tiagra;Road;Elite Road;Carbon;Las Vegas Cycles;Las Vegas;NV
2013-03-26;753;5;1;4260;4260;Supersix Evo Hi-Mod Utegra;Road;Elite Road;Carbon;Las Vegas Cycles;Las Vegas;NV
